source,1h,24h,7d
nyt,3,172,294
wsj,3,97,248
bbc,2,89,209
nypost,2,74,80
latimes,0,29,146
cbc,0,13,38
wapo,0,12,23
startribune,0,10,10
missionlocal,0,7,31
48hills,0,5,10
eltecolote,0,0,1
toi,0,0,0
