source,1h,24h,7d
nyt,0,145,286
wsj,0,120,257
bbc,0,92,223
nypost,0,67,80
latimes,0,24,140
chitri,0,20,141
cbc,0,15,40
startribune,0,10,10
missionlocal,0,6,31
wapo,0,6,11
48hills,0,4,10
eltecolote,0,0,0
toi,0,0,0
