source,1h,24h,7d
bbc,2,98,219
nyt,0,127,269
wsj,0,83,246
nypost,0,57,80
latimes,0,27,148
cbc,0,15,38
wapo,0,15,30
startribune,0,10,10
missionlocal,0,6,31
48hills,0,1,10
eltecolote,0,1,4
toi,0,0,0
