source,1h,24h,7d
bbc,2,81,191
nypost,1,63,80
missionlocal,1,6,31
nyt,0,99,251
wsj,0,87,251
wapo,0,30,42
latimes,0,24,152
chitri,0,20,137
cbc,0,18,39
startribune,0,8,10
48hills,0,1,10
eltecolote,0,0,0
toi,0,0,0
