source,1h,24h,7d
nyt,20,134,268
nypost,10,68,78
wsj,7,106,265
bbc,6,92,207
wapo,3,33,52
chitri,2,26,154
latimes,1,26,154
cbc,0,25,39
startribune,0,10,10
missionlocal,0,7,31
48hills,0,4,10
eltecolote,0,0,0
toi,0,0,0
