source,1h,24h,7d
bbc,4,91,248
nypost,3,72,80
nyt,2,164,301
wsj,2,117,259
latimes,1,17,127
startribune,1,10,10
cbc,0,23,38
wapo,0,14,22
missionlocal,0,9,31
48hills,0,1,10
eltecolote,0,0,2
toi,0,0,0
