source,1h,24h,7d
bbc,3,78,223
wsj,1,63,199
nyt,0,149,284
nypost,0,48,80
latimes,0,28,173
wapo,0,21,44
missionlocal,0,10,31
cbc,0,8,38
startribune,0,7,8
eltecolote,0,1,2
48hills,0,0,10
toi,0,0,0
