source,1h,24h,7d
nypost,15,71,78
nyt,6,106,271
bbc,6,71,223
wsj,2,88,249
wapo,1,15,24
cbc,1,11,37
startribune,1,8,8
48hills,1,4,10
latimes,0,15,159
missionlocal,0,2,31
toi,0,0,0
