source,1h,24h,7d
nypost,4,71,80
nyt,2,181,289
wsj,2,100,246
bbc,2,92,200
startribune,1,10,10
wapo,0,41,75
chitri,0,27,141
cbc,0,26,40
latimes,0,20,136
missionlocal,0,6,31
48hills,0,6,10
eltecolote,0,0,0
toi,0,0,0
