source,1h,24h,7d
nyt,18,133,276
nypost,7,60,80
bbc,4,60,232
wsj,0,44,209
latimes,0,24,177
wapo,0,16,35
cbc,0,14,38
startribune,0,10,10
missionlocal,0,6,30
48hills,0,1,10
eltecolote,0,0,2
toi,0,0,0
