source,1h,24h,7d
nyt,19,161,258
bbc,14,107,230
wapo,9,41,54
nypost,8,67,77
wsj,7,60,200
cbc,2,14,38
startribune,2,10,10
latimes,0,29,157
48hills,0,6,10
missionlocal,0,5,31
eltecolote,0,0,2
toi,0,0,0
