source,1h,24h,7d
nyt,10,74,269
bbc,4,51,238
nypost,0,58,80
wsj,0,19,239
latimes,0,16,145
cbc,0,9,39
startribune,0,8,10
missionlocal,0,4,31
wapo,0,3,10
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
