source,1h,24h,7d
bbc,2,83,213
wsj,1,92,262
nyt,0,125,280
nypost,0,72,80
latimes,0,24,142
cbc,0,20,39
wapo,0,11,20
startribune,0,10,10
missionlocal,0,5,31
48hills,0,1,10
eltecolote,0,0,2
toi,0,0,0
