source,1h,24h,7d
nyt,7,88,245
bbc,5,55,226
nypost,2,45,80
startribune,1,9,10
wapo,1,8,57
wsj,0,35,247
latimes,0,13,141
cbc,0,9,38
missionlocal,0,2,30
48hills,0,1,10
eltecolote,0,0,1
toi,0,0,0
