source,1h,24h,7d
bbc,1,29,221
nyt,0,72,276
wsj,0,50,251
nypost,0,49,80
latimes,0,10,137
startribune,0,8,8
wapo,0,6,10
cbc,0,5,39
missionlocal,0,2,31
48hills,0,0,10
eltecolote,0,0,0
toi,0,0,0
