source,1h,24h,7d
nyt,14,111,291
nypost,6,49,80
wsj,5,29,252
bbc,1,38,220
startribune,1,9,9
wapo,1,8,16
latimes,0,14,144
cbc,0,8,38
missionlocal,0,5,31
48hills,0,1,10
eltecolote,0,0,1
toi,0,0,0
