source,1h,24h,7d
nyt,0,130,274
bbc,0,93,228
nypost,0,56,78
wapo,0,20,29
latimes,0,18,162
cbc,0,13,38
startribune,0,10,10
missionlocal,0,7,31
toi,0,0,0
