source,1h,24h,7d
nyt,0,114,259
wsj,0,113,261
bbc,0,101,207
nypost,0,74,79
latimes,0,27,158
wapo,0,15,61
cbc,0,15,37
startribune,0,10,10
48hills,0,5,10
missionlocal,0,3,31
eltecolote,0,1,2
toi,0,0,0
