source,1h,24h,7d
nyt,1,141,300
nypost,1,68,80
bbc,0,90,237
wsj,0,89,248
latimes,0,20,142
cbc,0,18,40
wapo,0,13,18
startribune,0,10,10
missionlocal,0,7,31
48hills,0,3,10
eltecolote,0,0,2
toi,0,0,0
