source,1h,24h,7d
wsj,9,109,261
nyt,6,155,292
bbc,6,90,226
nypost,4,67,80
latimes,0,26,154
wapo,0,13,25
startribune,0,10,10
missionlocal,0,8,31
cbc,0,6,40
48hills,0,2,10
eltecolote,0,1,3
toi,0,0,0
