source,1h,24h,7d
nyt,8,169,311
wsj,7,119,251
bbc,2,100,211
nypost,2,64,79
cbc,1,19,40
startribune,1,10,10
48hills,1,5,10
latimes,0,22,160
wapo,0,15,28
missionlocal,0,5,31
eltecolote,0,0,2
toi,0,0,0
