source,1h,24h,7d
wapo,0,81,95
nyt,0,75,267
wsj,0,46,245
nypost,0,43,80
bbc,0,26,206
startribune,0,10,10
cbc,0,9,39
latimes,0,4,141
missionlocal,0,4,31
48hills,0,1,10
eltecolote,0,0,2
toi,0,0,0
