source,1h,24h,7d
wsj,1,85,255
nyt,0,139,309
bbc,0,97,241
nypost,0,61,80
wapo,0,17,28
cbc,0,14,40
latimes,0,8,151
startribune,0,8,8
missionlocal,0,3,27
48hills,0,2,10
eltecolote,0,1,1
toi,0,0,0
