source,1h,24h,7d
nyt,0,101,252
bbc,0,94,219
wsj,0,64,235
nypost,0,42,80
wapo,0,34,55
cbc,0,9,38
startribune,0,8,10
latimes,0,6,127
missionlocal,0,3,29
48hills,0,2,10
eltecolote,0,0,1
toi,0,0,0
