source,1h,24h,7d
nyt,8,169,309
bbc,1,88,227
nypost,1,72,79
startribune,1,10,10
wsj,0,111,262
latimes,0,19,139
cbc,0,13,35
wapo,0,6,12
missionlocal,0,5,28
48hills,0,2,10
eltecolote,0,0,0
toi,0,0,0
