source,1h,24h,7d
nyt,9,139,263
nypost,6,74,79
bbc,4,94,214
wsj,3,91,252
wapo,1,24,49
cbc,1,19,36
latimes,0,26,158
48hills,0,5,10
missionlocal,0,2,31
eltecolote,0,0,3
toi,0,0,0
