source,1h,24h,7d
nyt,19,129,289
nypost,11,66,79
bbc,5,89,236
wsj,3,81,258
cbc,2,18,38
wapo,1,9,13
latimes,0,12,151
startribune,0,10,10
48hills,0,3,10
missionlocal,0,2,31
eltecolote,0,0,2
toi,0,0,0
