source,1h,24h,7d
nyt,0,135,279
bbc,0,89,211
wsj,0,87,248
nypost,0,73,80
cbc,0,16,37
latimes,0,13,144
wapo,0,12,27
startribune,0,10,10
missionlocal,0,5,31
48hills,0,3,10
eltecolote,0,0,5
toi,0,0,0
