source,1h,24h,7d
nypost,8,54,79
nyt,2,104,240
bbc,1,41,238
wapo,1,21,34
startribune,1,10,10
wsj,0,35,193
latimes,0,24,163
cbc,0,11,38
missionlocal,0,4,27
48hills,0,0,10
eltecolote,0,0,1
toi,0,0,0
