source,1h,24h,7d
nyt,0,77,244
nypost,0,55,79
wsj,0,49,246
bbc,0,45,179
latimes,0,17,147
wapo,0,15,34
cbc,0,9,34
startribune,0,7,8
missionlocal,0,5,31
48hills,0,0,10
eltecolote,0,0,1
toi,0,0,0
