source,1h,24h,7d
bbc,12,92,215
nyt,11,147,271
wsj,11,116,258
nypost,6,72,80
missionlocal,2,6,31
startribune,1,10,10
latimes,0,34,141
cbc,0,25,40
48hills,0,4,10
wapo,0,3,5
eltecolote,0,0,1
toi,0,0,0
