source,1h,24h,7d
nyt,0,140,275
wsj,0,98,259
bbc,0,78,213
nypost,0,65,79
wapo,0,27,109
latimes,0,21,151
cbc,0,20,38
startribune,0,10,10
missionlocal,0,6,31
48hills,0,2,10
eltecolote,0,1,2
toi,0,0,0
