source,1h,24h,7d
nyt,17,121,291
nypost,11,71,80
bbc,3,40,217
wsj,1,56,246
wapo,1,8,15
latimes,0,15,152
cbc,0,14,40
startribune,0,10,10
missionlocal,0,8,31
48hills,0,2,10
eltecolote,0,0,2
toi,0,0,0
