source,1h,24h,7d
wsj,9,61,250
nyt,6,112,250
bbc,5,51,208
nypost,2,47,80
cbc,0,10,38
latimes,0,7,141
wapo,0,7,15
startribune,0,6,10
48hills,0,4,10
missionlocal,0,1,28
eltecolote,0,1,2
toi,0,0,0
