source,1h,24h,7d
nyt,15,169,306
wsj,12,111,261
bbc,7,93,226
nypost,7,73,80
latimes,3,29,165
wapo,2,24,42
startribune,2,10,10
cbc,1,28,39
48hills,1,1,10
missionlocal,0,3,26
eltecolote,0,0,1
toi,0,0,0
