source,1h,24h,7d
bbc,8,46,243
nyt,1,76,278
nypost,1,51,80
wapo,0,17,31
wsj,0,16,245
latimes,0,15,164
startribune,0,9,10
cbc,0,7,40
missionlocal,0,5,25
48hills,0,1,10
toi,0,0,0
