source,1h,24h,7d
nyt,22,146,304
nypost,13,64,80
wsj,10,114,257
bbc,4,98,217
latimes,1,31,169
startribune,1,10,10
cbc,0,23,40
wapo,0,22,41
missionlocal,0,4,25
48hills,0,2,10
eltecolote,0,0,0
toi,0,0,0
