source,1h,24h,7d
nyt,0,93,259
nypost,0,44,79
wsj,0,38,260
bbc,0,25,208
wapo,0,16,32
latimes,0,15,157
cbc,0,11,38
startribune,0,10,10
missionlocal,0,3,31
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
