source,1h,24h,7d
nyt,1,137,273
wsj,1,114,257
bbc,0,92,221
nypost,0,63,79
cbc,0,28,40
latimes,0,24,138
chitri,0,21,155
startribune,0,10,10
wapo,0,5,14
missionlocal,0,3,31
48hills,0,3,10
eltecolote,0,0,0
toi,0,0,0
