source,1h,24h,7d
nyt,18,113,279
wsj,6,102,240
bbc,4,107,230
nypost,4,69,79
wapo,2,21,35
latimes,1,34,152
cbc,1,25,40
startribune,0,10,10
missionlocal,0,5,31
48hills,0,1,10
toi,0,0,0
