source,1h,24h,7d
nypost,9,41,80
nyt,8,76,263
bbc,6,61,225
wapo,6,41,57
wsj,1,37,212
latimes,0,12,160
cbc,0,7,37
startribune,0,7,9
missionlocal,0,2,29
48hills,0,0,10
toi,0,0,0
