source,1h,24h,7d
nyt,24,151,297
nypost,7,55,79
wsj,5,71,208
latimes,2,33,169
wapo,2,22,35
cbc,1,12,36
bbc,0,91,216
startribune,0,8,8
missionlocal,0,4,31
48hills,0,4,10
toi,0,0,0
