source,1h,24h,7d
bbc,13,82,198
nypost,7,73,80
nyt,2,135,264
wsj,2,88,250
latimes,0,29,162
wapo,0,18,41
cbc,0,17,37
missionlocal,0,3,27
48hills,0,0,10
eltecolote,0,0,3
toi,0,0,0
