source,1h,24h,7d
nyt,17,149,274
nypost,17,65,80
wsj,5,127,259
latimes,5,31,157
startribune,3,10,10
bbc,2,77,233
cbc,1,22,40
48hills,1,3,10
wapo,0,14,26
missionlocal,0,9,31
eltecolote,0,1,5
toi,0,0,0
