source,1h,24h,7d
nyt,3,88,255
bbc,3,38,203
latimes,3,16,148
nypost,2,49,78
wsj,0,33,197
wapo,0,14,43
startribune,0,8,10
cbc,0,6,35
missionlocal,0,6,31
48hills,0,0,10
eltecolote,0,0,4
toi,0,0,0
