source,1h,24h,7d
nyt,26,168,270
wsj,14,125,256
nypost,12,68,80
bbc,6,83,229
latimes,2,30,154
wapo,2,12,20
startribune,1,10,10
48hills,1,6,10
cbc,0,16,40
missionlocal,0,6,31
eltecolote,0,2,7
toi,0,0,0
