source,1h,24h,7d
nyt,2,122,256
wapo,2,18,46
wsj,1,91,264
bbc,1,74,219
chitri,1,20,132
nypost,0,61,80
latimes,0,19,152
cbc,0,11,38
startribune,0,10,10
missionlocal,0,7,31
48hills,0,1,10
eltecolote,0,0,0
toi,0,0,0
