source,1h,24h,7d
nyt,15,129,275
nypost,6,63,80
wsj,5,99,256
bbc,2,104,222
latimes,2,24,163
wapo,1,17,98
missionlocal,1,8,31
48hills,1,3,10
cbc,0,25,39
startribune,0,10,10
eltecolote,0,0,3
toi,0,0,0
