source,1h,24h,7d
nyt,13,178,298
wsj,5,119,261
bbc,2,81,224
nypost,1,68,79
wapo,1,9,14
latimes,0,28,136
cbc,0,18,36
startribune,0,10,10
missionlocal,0,5,24
48hills,0,4,10
eltecolote,0,0,0
toi,0,0,0
