source,1h,24h,7d
nyt,0,176,289
wsj,0,110,257
bbc,0,76,218
nypost,0,72,80
latimes,0,29,137
wapo,0,27,55
chitri,0,23,141
cbc,0,21,39
startribune,0,10,10
missionlocal,0,7,31
48hills,0,5,10
eltecolote,0,0,0
toi,0,0,0
