source,1h,24h,7d
nyt,23,182,277
wsj,10,104,244
nypost,7,70,80
bbc,4,73,194
startribune,3,8,8
latimes,1,31,144
wapo,1,10,26
cbc,0,17,40
missionlocal,0,8,31
48hills,0,2,10
eltecolote,0,0,1
toi,0,0,0
