source,1h,24h,7d
nyt,20,96,288
nypost,10,51,80
wsj,6,38,259
bbc,1,32,219
startribune,1,9,10
wapo,0,12,32
latimes,0,10,155
cbc,0,9,39
missionlocal,0,2,31
48hills,0,0,10
eltecolote,0,0,1
toi,0,0,0
