source,1h,24h,7d
nyt,9,140,292
bbc,8,89,236
wsj,5,99,256
nypost,5,71,79
wapo,2,5,9
latimes,0,14,132
cbc,0,14,40
startribune,0,10,10
missionlocal,0,5,31
48hills,0,3,10
eltecolote,0,0,2
toi,0,0,0
