source,1h,24h,7d
nyt,0,90,270
bbc,0,50,206
nypost,0,49,80
wsj,0,25,240
latimes,0,18,148
startribune,0,9,10
missionlocal,0,5,31
cbc,0,4,40
wapo,0,3,6
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
