source,1h,24h,7d
nyt,21,149,293
nypost,10,74,80
wsj,4,111,261
bbc,3,95,216
startribune,3,10,10
missionlocal,2,9,31
latimes,1,103,184
cbc,0,20,39
wapo,0,6,16
48hills,0,2,10
eltecolote,0,0,3
toi,0,0,0
