source,1h,24h,7d
nyt,7,71,264
wsj,5,36,255
nypost,2,40,80
startribune,1,8,8
48hills,1,3,10
bbc,0,35,205
cbc,0,11,39
latimes,0,7,140
missionlocal,0,2,31
wapo,0,1,7
eltecolote,0,0,6
toi,0,0,0
