source,1h,24h,7d
wsj,13,82,202
nyt,12,153,263
bbc,12,102,232
nypost,3,78,80
cbc,2,24,38
latimes,1,28,161
wapo,1,23,40
startribune,1,10,10
missionlocal,0,6,31
48hills,0,4,10
eltecolote,0,1,2
toi,0,0,0
