source,1h,24h,7d
nypost,16,70,80
nyt,14,166,333
wsj,3,105,259
bbc,3,71,215
startribune,2,10,10
cbc,1,21,40
missionlocal,0,10,31
wapo,0,6,13
48hills,0,4,10
eltecolote,0,0,3
toi,0,0,0
