source,1h,24h,7d
nyt,10,84,275
nypost,5,51,80
wsj,4,45,230
bbc,3,56,242
cbc,1,7,38
48hills,1,2,10
wapo,0,12,28
latimes,0,11,156
startribune,0,9,10
missionlocal,0,1,31
toi,0,0,0
