source,1h,24h,7d
nyt,0,52,249
nypost,0,40,80
wsj,0,38,228
bbc,0,35,172
wapo,0,9,19
startribune,0,8,8
latimes,0,6,112
cbc,0,4,38
missionlocal,0,4,30
48hills,0,0,10
eltecolote,0,0,0
toi,0,0,0
