source,1h,24h,7d
nyt,0,88,265
nypost,0,46,80
wsj,0,42,257
bbc,0,36,210
latimes,0,22,144
wapo,0,18,52
chitri,0,13,137
cbc,0,11,40
startribune,0,10,10
missionlocal,0,3,31
48hills,0,1,10
eltecolote,0,0,0
toi,0,0,0
