source,1h,24h,7d
bbc,5,85,234
nyt,1,158,302
nypost,1,58,80
wsj,0,91,243
latimes,0,31,165
cbc,0,17,40
wapo,0,15,36
startribune,0,8,8
missionlocal,0,4,21
48hills,0,1,10
eltecolote,0,0,1
toi,0,0,0
