source,1h,24h,7d
bbc,1,66,194
nyt,0,151,256
wsj,0,97,217
wapo,0,79,107
nypost,0,68,79
cbc,0,16,30
latimes,0,15,109
startribune,0,10,10
missionlocal,0,4,23
48hills,0,3,10
eltecolote,0,0,3
toi,0,0,0
