source,1h,24h,7d
nyt,13,120,273
nypost,3,55,80
latimes,1,29,150
startribune,1,10,10
wsj,0,59,244
bbc,0,42,221
cbc,0,10,20
missionlocal,0,9,31
wapo,0,3,36
48hills,0,1,10
eltecolote,0,0,2
toi,0,0,0
